Titulo,Codigo Postal,Precio,Recamaras,Banos,Estacionamientos,NoPisos,Edad,Area Terreno,Area Construida,Tamaño Jardin
 Colonia Jardines del Bosque Norte,44520,4800000.0,3.0,2.0,2.0,20.0,123.0,178.0,,
 Colonia Verde Valle,44550,7400000.0,4.0,3.0,4.0,0.0,,,,
 Colonia El Rosario,44898,1050000.0,2.0,1.0,2.0,15.0,81.0,47.0,,
 Colonia Moderna,44190,1850000.0,2.0,1.0,2.0,30.0,43.0,80.0,,
 Colonia Del Fresno 1a. Sección,44900,811000.0,3.0,4.0,1.0,1.0,0.0,162.0,155.0,
 Colonia Jardines de La Cruz 1a. Sección,44950,850000.0,3.0,1.0,1.0,1.0,0.0,130.0,65.0,
 Colonia Vallarta San Jorge,44690,6950000.0,5.0,2.0,2.0,2.0,39.0,200.0,260.0,
 Colonia Jardines Alcalde,44298,790000.0,3.0,2.0,2.0,2.0,0.0,190.0,190.0,
 Colonia Huentitán El Bajo,44250,550000.0,2.0,2.0,1.0,2.0,17.0,80.0,80.0,
 Colonia Talpita Poniente,44719,2400000.0,4.0,2.0,1.0,0.0,100.0,150.0,,
 Colonia Analco,44450,400000.0,2.0,1.0,1.0,1.0,10.0,412.0,,
 Colonia Independencia Oriente,44340,4400000.0,4.0,2.0,2.0,2.0,35.0,225.0,245.0,
 Colonia Artesanos,44200,7000000.0,12.0,4.0,1.0,0.0,204.0,370.0,,
 Colonia San Andrés,44810,927642.0,2.0,1.0,1.0,0.0,93.0,,,
 Colonia Chapalita,44500,936125.0,4.0,5.0,3.0,2.0,0.0,195.0,320.0,
 Colonia Valentín Gómez Farías,44420,634000.0,3.0,2.0,1.0,1.0,0.0,130.0,190.0,
 Colonia Morelos,44910,605378.0,2.0,2.0,1.0,1.0,16.0,90.0,150.0,
 Colonia San Isidro,44740,2950000.0,5.0,2.0,2.0,3.0,20.0,168.0,252.0,35.0
 Colonia Jardines del Bosque Norte,44520,8500000.0,6.0,4.0,2.0,2.0,20.0,196.0,312.0,
 Colonia La Normal,44260,8200000.0,5.0,3.0,5.0,2.0,20.0,275.0,377.0,
 Colonia Progreso,44730,2900000.0,4.0,2.0,5.0,3.0,25.0,90.0,255.0,
 Colonia Bosques de La Victoria,44540,680000.0,3.0,3.0,1.0,2.0,14.0,280.0,280.0,
 Colonia Jardines del Nilo Norte,44860,3700000.0,4.0,3.0,2.0,2.0,21.0,90.0,150.0,
 Colonia Jardines El Sauz,44987,3400000.0,3.0,3.0,2.0,2.0,0.0,105.0,115.0,
 Colonia Jardines de La Cruz 1a. Sección,44950,510000.0,4.0,4.0,2.0,1.0,0.0,145.0,180.0,
 Colonia Talpita Oriente,44719,2900000.0,5.0,3.0,2.0,35.0,307.0,362.0,,
 Colonia Colomos Providencia,44660,720000.0,3.0,3.0,2.0,1.0,0.0,220.0,220.0,
 Colonia Real,44400,1900000.0,5.0,1.0,1.0,2.0,80.0,101.0,196.0,
 Colonia Moderna,44190,4699000.0,4.0,5.0,1.0,2.0,6.0,70.0,258.0,
 Colonia Jardines de San José,44950,720000.0,3.0,2.0,2.0,2.0,1.0,160.0,200.0,40.0
 Colonia El Zalate,44760,1450000.0,3.0,2.0,2.0,0.0,60.0,110.0,,
 Colonia Jardines del Valle,44540,14950000.0,3.0,3.0,4.0,0.0,454.0,485.0,,
 Colonia Estadio Poniente,44246,4100700.0,3.0,2.0,2.0,0.0,525.0,411.0,,
 Colonia Del Sur,44920,2950000.0,3.0,2.0,2.0,25.0,150.0,174.0,,
 Colonia El Dean,44440,510000.0,2.0,1.0,1.0,2.0,0.0,130.0,100.0,
 Colonia Jardines de La Cruz 1a. Sección,44950,4489000.0,4.0,4.0,1.0,3.0,47.0,132.0,213.0,
 Colonia Moderna,44190,10650000.0,6.0,4.0,6.0,2.0,20.0,710.0,640.0,
 Colonia Bosques de La Victoria,44540,550000.0,1.0,1.0,1.0,1.0,10.0,160.0,140.0,
 Colonia Palacio de Gobierno Del Estado de Jalisco,44009,510000.0,3.0,2.0,2.0,2.0,0.0,100.0,180.0,
 Colonia Blanco y Cuellar 1ra.,44730,4500000.0,5.0,2.0,1.0,0.0,403.0,305.0,,
 Colonia Jardines de La Cruz 1a. Sección,44950,7800000.0,5.0,3.0,2.0,3.0,0.0,122.0,194.0,4.0
 Colonia Independencia Oriente,44340,1680000.0,2.0,1.0,2.0,0.0,164.0,60.0,,
 Colonia Miguel Hidalgo,44760,3500000.0,5.0,4.0,1.0,2.0,0.0,120.0,188.0,
 Colonia Reforma,44890,7490000.0,4.0,4.0,2.0,3.0,0.0,263.0,526.0,
 Colonia 18 de Marzo,44960,918840.0,3.0,2.0,2.0,1.0,0.0,228.0,113.0,
 Colonia Jardines del Bosque Norte,44520,12990000.0,16.0,5.0,3.0,0.0,500.0,750.0,,
 Colonia Colinas de San Javier,44660,887990.0,5.0,4.0,2.0,2.0,0.0,2400.0,945.0,
 Colonia Jardines del Country,44210,750000.0,4.0,4.0,2.0,1.0,0.0,230.0,310.0,
 Colonia 18 de Marzo,44960,823900.0,4.0,2.0,1.0,0.0,135.0,,,
 Colonia La Federacha,44300,500000.0,3.0,2.0,1.0,0.0,250.0,250.0,,
 Colonia Chapalita,44500,5650000.0,5.0,4.0,2.0,2.0,44.0,200.0,264.0,
 Colonia El Zalate,44760,820000.0,3.0,2.0,1.0,24.0,145.0,145.0,,
 Colonia Country Club,44610,19500000.0,5.0,3.0,5.0,0.0,676.0,1000.0,,
 Colonia Belisario Domínguez,44320,2960000.0,2.0,1.0,2.0,1.0,20.0,216.0,126.0,
 Colonia Independencia,44290,5500000.0,7.0,7.0,2.0,3.0,15.0,130.0,220.0,
 Colonia Americana,44160,7900000.0,0.0,470.0,846.0,,,,,
 Colonia Colinas de Huentitán,44398,2300000.0,3.0,2.0,2.0,2.0,11.0,92.0,163.0,
 Colonia La Federacha,44300,2762395.0,4.0,4.0,2.0,0.0,115.0,,,
 Colonia Lomas de Independencia,44240,2865100.0,3.0,3.0,2.0,0.0,365.0,250.0,,
 Colonia Mezquitan Country,44260,4480000.0,4.0,3.0,1.0,2.0,35.0,100.0,130.0,
 Colonia Colomos Providencia,44660,12990000.0,4.0,3.0,0.0,310.0,,,,
 Colonia La Normal,44260,4500000.0,37.0,169.0,,,,,,
 Colonia Atlas,44870,1442395.0,2.0,2.0,2.0,1.0,0.0,100.0,115.0,
 Colonia Insurgentes 1a Secc,44820,1444463.0,3.0,1.0,1.0,1.0,0.0,120.0,150.0,
 Colonia Independencia,44290,610000.0,3.0,3.0,1.0,1.0,0.0,174.0,210.0,
 Colonia El Jaguey,44249,1100000.0,4.0,2.0,28.0,79.0,154.0,,,
 Colonia Lomas de Providencia,44647,9850000.0,6.0,1.0,5.0,2.0,35.0,279.0,331.0,
 Colonia Jardines del Country,44210,5500000.0,5.0,4.0,2.0,2.0,49.0,233.0,266.0,56.0
 Colonia Jardines de Guadalupe,44740,10850000.0,3.0,5.0,3.0,2.0,15.0,300.0,433.0,
 Colonia El Zalate,44760,820000.0,3.0,2.0,1.0,24.0,145.0,145.0,,
 Colonia Colinas de San Javier,44660,15990000.0,3.0,3.0,4.0,14.0,283.0,460.0,,
 Colonia Esteban Alatorre,44748,2200000.0,4.0,3.0,1.0,2.0,0.0,200.0,100.0,
 Colonia Jardines de La Paz Norte,44860,2842850.0,4.0,3.0,2.0,2.0,0.0,130.0,230.0,
 Colonia Valle Del Álamo,44440,5000000.0,3.0,2.0,1.0,1.0,47.0,108.0,,
 Colonia Parques Del Nilo,44820,600000.0,3.0,3.0,2.0,2.0,0.0,120.0,240.0,
 Colonia Colomos Providencia,44660,12987000.0,3.0,3.0,2.0,54.0,344.0,567.0,,
 Colonia Americana,44160,12000000.0,6.0,2.0,5.0,2.0,1.0,547.0,483.0,
 Colonia Jardines del Bosque Centro,44520,10300000.0,4.0,2.0,0.0,360.0,600.0,,,
 Colonia La Federacha,44300,1233898.0,3.0,2.0,1.0,24.0,115.0,115.0,,
 Colonia Lafayette,44150,17700000.0,4.0,3.0,4.0,2.0,0.0,30.0,,
 Colonia Progreso,44730,2150000.0,2.0,1.0,1.0,0.0,75.0,115.0,,
 Colonia Jardines del Bosque Centro,44520,7590000.0,4.0,3.0,13.0,2.0,50.0,328.0,238.0,
 Colonia Vista Del Country,44668,18800000.0,3.0,4.0,4.0,3.0,20.0,284.0,490.0,
 Colonia Alcalde Barranquitas,44270,3940900.0,3.0,2.0,2.0,0.0,255.0,360.0,,
 Colonia Independencia,44290,590000.0,4.0,4.0,2.0,2.0,0.0,200.0,350.0,
 Colonia Los Colomos,44660,1200000.0,4.0,4.0,2.0,1.0,0.0,223.0,260.0,
 Colonia Lomas Del Paradero,44840,6100000.0,4.0,3.0,2.0,2.0,0.0,150.0,180.0,
 Colonia Providencia 2a Secc,44630,3200000.0,3.0,3.0,2.0,2.0,1.0,128.0,150.0,
 Colonia Jardines El Sauz,44987,2250000.0,3.0,2.0,1.0,2.0,14.0,68.0,93.0,
 Colonia San Eugenio,44724,4039395.0,4.0,2.0,2.0,2.0,0.0,320.0,285.0,
 Colonia Rojas Ladrón de Guevara,44650,21900000.0,0.0,514.0,450.0,,,,,
 Colonia Colomos Independencia,44240,2100000.0,2.0,2.0,1.0,2.0,22.0,84.0,168.0,
 Colonia Jardines del Bosque Centro,44520,11500000.0,4.0,1.0,4.0,0.0,550.0,400.0,,
 Guadalajara,44520,11950000.0,8.0,5.0,5.0,0.0,621.0,736.0,,
 Colonia Bosques de La Victoria,44540,16495000.0,4.0,3.0,5.0,1.0,40.0,674.0,368.0,
 Colonia Providencia Sur,44658,730000.0,4.0,3.0,2.0,1.0,0.0,290.0,290.0,
 Colonia Americana,44160,10700000.0,6.0,2.0,4.0,2.0,30.0,474.0,455.0,
 Colonia Jardines de La Cruz 1a. Sección,44950,1450000.0,4.0,4.0,2.0,2.0,0.0,250.0,310.0,
 Colonia Del Fresno 1a. Sección,44900,680000.0,3.0,2.0,2.0,2.0,22.0,200.0,250.0,
 Colonia Colinas de La Normal,44270,4850000.0,6.0,3.0,2.0,2.0,15.0,168.0,272.0,
 Colonia Mezquitan,44260,4899000.0,3.0,20.0,260.0,440.0,,,,
 Colonia Valentín Gómez Farias,44977,1950000.0,3.0,2.0,1.0,2.0,0.0,170.0,271.0,
 Colonia La Federacha,44300,1455000.0,3.0,2.0,2.0,19.0,107.0,200.0,,
 Colonia El Mirador,44370,1005600.0,3.0,2.0,1.0,1.0,0.0,145.0,145.0,
 Colonia Bethel,44720,2000000.0,5.0,3.0,1.0,2.0,0.0,135.0,243.0,
 Colonia Prados de Providencia,44670,8100000.0,4.0,4.0,3.0,1.0,30.0,266.0,390.0,
 Colonia Guadalajara Oriente,44700,1280528.0,4.0,2.0,0.0,285.0,285.0,,,
 Colonia Prados de Providencia,44670,10500000.0,4.0,6.0,2.0,3.0,40.0,289.0,402.0,
 Colonia Santa María,44350,3238000.0,3.0,3.0,2.0,24.0,300.0,304.0,,
 Colonia Providencia 4a Secc,44639,680000.0,4.0,3.0,2.0,1.0,0.0,290.0,330.0,
 Colonia Bosques de La Victoria,44540,790000.0,5.0,3.0,3.0,3.0,0.0,227.0,300.0,
 Colonia La Loma,44410,1170599.0,3.0,2.0,1.0,1.0,0.0,120.0,280.0,
 Colonia Villa Hermosa,44948,585000.0,3.0,2.0,1.0,2.0,34.0,98.0,150.0,
 Colonia Santa Elena Alcalde Poniente,44220,4200000.0,5.0,3.0,2.0,2.0,30.0,135.0,185.0,
 Colonia Independencia,44290,690000.0,3.0,3.0,2.0,2.0,0.0,150.0,250.0,
 Colonia Jardines de La Paz Norte,44860,765000.0,3.0,2.0,1.0,2.0,0.0,135.0,170.0,
 Colonia San Antonio,44170,510000.0,2.0,1.0,1.0,2.0,16.0,103.0,120.0,
 Colonia Independencia,44290,5200000.0,4.0,2.0,1.0,0.0,180.0,188.0,,
 Colonia Lomas Santa Rita,44678,614957.0,2.0,1.0,1.0,2.0,9.0,90.0,90.0,
 Colonia Chapultepec Country,44620,22749000.0,4.0,3.0,10.0,516.0,895.0,,,
 Colonia San Antonio,44800,4200000.0,7.0,2.0,1.0,0.0,222.0,251.0,,
 Colonia Heliodoro Hernández Loza 1a Secc,44720,2500000.0,4.0,2.0,2.0,2.0,0.0,239.0,271.0,
 Colonia Vallarta San Jorge,44690,9500000.0,8.0,4.0,2.0,2.0,50.0,350.0,403.0,
 Colonia Jardines de La Paz Norte,44860,2277890.0,3.0,2.0,2.0,2.0,0.0,140.0,215.0,
 Colonia Heliodoro Hernández Loza 1a Secc,44720,1850000.0,6.0,2.0,1.0,2.0,0.0,150.0,150.0,
 Colonia Bosques Del Boulevard,44899,990000.0,3.0,3.0,2.0,3.0,9.0,414.0,414.0,
 Colonia Villas Del Nilo,44824,1500000.0,3.0,3.0,2.0,2.0,0.0,150.0,180.0,
 Colonia Colinas de San Javier,44660,43900000.0,1.0,1.0,4.0,1.0,30.0,1044.0,1399.0,
 Colonia Tepopote Oeste,44919,2100000.0,3.0,1.0,1.0,60.0,90.0,78.0,,
 Colonia Analco,44450,2300000.0,5.0,1.0,2.0,50.0,93.0,170.0,,
 Colonia Jardines del Bosque Centro,44520,9400000.0,3.0,4.0,3.0,2.0,14.0,291.0,315.0,
 Colonia Americana,44160,5800000.0,5.0,3.0,1.0,4.0,0.0,85.0,240.0,
 Colonia Bosques de La Victoria,44540,790000.0,5.0,4.0,3.0,2.0,14.0,227.0,227.0,
 Colonia Miravalle,44990,1947000.0,3.0,1.0,1.0,1.0,40.0,123.0,100.0,
 Colonia Del Sur,44920,2300000.0,6.0,3.0,2.0,25.0,154.0,231.0,,
 Colonia Vallarta Sur,44500,15900000.0,4.0,4.0,0.0,374.0,,,,
 Colonia La Loma,44410,2900000.0,3.0,1.0,1.0,1.0,20.0,170.0,142.0,
 Colonia Alcalde Barranquitas,44270,5200000.0,6.0,3.0,1.0,2.0,0.0,181.0,341.0,
 Colonia El Retiro,44280,1900000.0,3.0,2.0,1.0,30.0,179.0,124.0,,
 Guadalajara,44690,11900000.0,0.0,,,,,,,
 Colonia Parques Del Nilo,44820,4800000.0,3.0,2.0,2.0,3.0,0.0,150.0,308.0,20.0
 Colonia Artesanos,44200,17450000.0,0.0,1039.0,1522.0,,,,,
 Colonia Oblatos,44700,3990000.0,4.0,1.0,1.0,0.0,427.0,231.0,,
 Colonia Circunvalación Belisario,44330,2999000.0,3.0,2.0,1.0,2.0,30.0,197.0,132.0,
 Colonia Providencia 2a Secc,44630,8500000.0,4.0,3.0,2.0,0.0,250.0,297.0,,
 Colonia Americana,44160,12000000.0,1.0,1.0,5.0,1.0,50.0,487.0,531.0,
 Colonia Insurgentes 1a Secc,44820,780000.0,3.0,1.0,2.0,2.0,1.0,145.0,290.0,
 Colonia Guadalajara Centro,44100,3300000.0,5.0,2.0,74.0,173.0,144.0,,,
 Colonia Obrera,44420,650000.0,4.0,2.0,2.0,2.0,0.0,150.0,310.0,
 Colonia Lomas Independencia,44350,3608000.0,3.0,2.0,0.0,300.0,305.0,,,
 Colonia Circunvalación Américas,44630,11800000.0,3.0,4.0,2.0,0.0,390.0,360.0,,
 Colonia Jardines del Bosque Centro,44520,7500000.0,4.0,3.0,3.0,0.0,275.0,301.0,,
 Colonia Olímpica,44430,7800000.0,11.0,4.0,0.0,589.0,589.0,,,
 Colonia Rinconada Santa Rita,44690,17350000.0,3.0,4.0,2.0,2.0,20.0,440.0,400.0,
 Colonia El Carmen,44980,2790000.0,4.0,4.0,1.0,2.0,0.0,147.0,110.0,
 Colonia Bosques de La Victoria,44540,790000.0,5.0,8.0,3.0,2.0,0.0,277.0,350.0,
 Colonia Santa Elena Alcalde Oriente,44220,5500000.0,5.0,5.0,1.0,2.0,0.0,200.0,142.0,
 Colonia Santa Elena de La Cruz,44230,3700000.0,6.0,2.0,3.0,1.0,0.0,1.0,1.0,
 Colonia Bosques de La Victoria,44540,2850000.0,3.0,2.0,1.0,2.0,8.0,199.0,119.0,
 Colonia El Retiro,44280,4012300.0,3.0,2.0,2.0,0.0,263.0,255.0,,
 Colonia Alcalde Barranquitas,44270,14900000.0,12.0,10.0,3.0,2.0,30.0,495.0,984.0,
 Colonia Del Fresno 1a. Sección,44900,1800000.0,3.0,1.0,0.0,54.0,100.0,,,
 Colonia Providencia 2a Secc,44630,10690000.0,4.0,4.0,3.0,2.0,10.0,330.0,427.0,
 Colonia Lomas de Providencia,44647,9450000.0,3.0,3.0,2.0,2.0,35.0,250.0,388.0,
 Colonia Huentitán El Bajo,44250,3900000.0,3.0,2.0,2.0,2.0,0.0,156.0,210.0,
 Colonia Jardines Alcalde,44298,5400000.0,3.0,2.0,2.0,18.0,160.0,272.0,,
 Colonia Miravalle,44990,380000.0,3.0,2.0,2.0,2.0,13.0,82.0,140.0,
 Colonia Quinta Velarde,44430,685000.0,3.0,2.0,1.0,1.0,0.0,185.0,135.0,
 Colonia Villa Vicente Guerrero,44987,4870000.0,5.0,3.0,2.0,2.0,40.0,310.0,375.0,
 Colonia Sagrada Familia,44200,5200000.0,0.0,220.0,,,,,,
 Colonia Arcos Vallarta,44130,16400000.0,0.0,596.0,596.0,,,,,
 Colonia Hernández Romo,44419,1679750.0,2.0,1.0,1.0,50.0,81.0,82.0,,
 Colonia Polanquito,44969,2150000.0,3.0,3.0,1.0,2.0,1.0,179.0,180.0,
 Colonia Agustín Yánez,44790,4627000.0,5.0,3.0,3.0,1.0,22.0,250.0,250.0,
 Colonia Jardines del Bosque Norte,44520,9000000.0,5.0,7.0,4.0,3.0,0.0,200.0,1.0,
 Colonia Huentitán El Bajo,44250,550000.0,3.0,2.0,1.0,2.0,15.0,80.0,80.0,
 Colonia Jardines Alcalde,44298,7300000.0,6.0,7.0,2.0,2.0,0.0,255.0,379.0,
 Colonia Parques Del Nilo,44820,720000.0,3.0,2.0,2.0,2.0,1.0,136.0,250.0,10.0
 Colonia La Federacha,44300,10390000.0,2.0,0.0,800.0,583.0,,,,
 Colonia Bosques de La Victoria,44540,893000.0,4.0,5.0,2.0,1.0,0.0,309.0,263.0,
 Colonia Medrano,44410,3477000.0,3.0,2.0,2.0,2.0,0.0,109.0,160.0,
 Colonia Providencia 2a Secc,44630,7980000.0,3.0,4.0,2.0,2.0,13.0,129.0,230.0,
 Colonia Providencia 2a Secc,44630,13400000.0,4.0,4.0,4.0,2.0,48.0,348.0,509.0,
 Colonia Villa La Cruz,44920,612000.0,3.0,3.0,2.0,1.0,27.0,170.0,170.0,
 Colonia Bosques de La Victoria,44540,720000.0,4.0,3.0,2.0,2.0,0.0,310.0,210.0,
 Colonia Medrano,44410,2289000.0,3.0,2.0,2.0,2.0,0.0,109.0,120.0,
 Colonia Atlas,44870,361084.0,2.0,2.0,2.0,1.0,16.0,110.0,185.0,20.0
 Colonia San Juan de Dios,44360,8795000.0,4.0,3.0,7.0,2.0,20.0,378.0,300.0,
 Colonia Popular Hornos,44825,890000.0,3.0,2.0,1.0,1.0,0.0,80.0,140.0,
 Colonia El Retiro,44280,550000.0,3.0,2.0,2.0,2.0,0.0,110.0,265.0,
 Colonia 18 de Marzo,44960,860750.0,2.0,2.0,2.0,1.0,0.0,120.0,140.0,
 Colonia Jardines de La Cruz 1a. Sección,44950,7500000.0,3.0,2.0,2.0,22.0,243.0,357.0,,
 Colonia La Federacha,44300,1233898.0,3.0,2.0,1.0,24.0,117.0,180.0,,
 Colonia Parques de San Pedro,44825,390000.0,3.0,1.0,1.0,1.0,10.0,120.0,81.0,
 Colonia Jardines de La Cruz 1a. Sección,44950,635000.0,4.0,1.0,1.0,2.0,0.0,140.0,246.0,
 Colonia Lomas Del Country,44610,19000000.0,5.0,6.0,5.0,2.0,13.0,426.0,590.0,18.0
 Colonia 2001,44820,4380000.0,3.0,3.0,2.0,0.0,115.0,237.0,,
 Colonia El Dean,44440,790000.0,3.0,2.0,1.0,2.0,0.0,115.0,195.0,
 Colonia Guadalajara Centro,44100,6650000.0,7.0,1.0,1.0,1.0,100.0,315.0,321.0,
 Colonia Bosques de La Victoria,44540,590000.0,3.0,3.0,2.0,2.0,0.0,125.0,125.0,
 Colonia Bosques de La Victoria,44540,550000.0,3.0,2.0,2.0,2.0,0.0,160.0,180.0,
 Colonia Joaquín Aarón,44768,1501281.0,4.0,2.0,1.0,2.0,40.0,120.0,240.0,
 Colonia Atlas,44870,450000.0,3.0,2.0,2.0,2.0,1.0,130.0,200.0,20.0
 Colonia Belisario Domínguez,44320,4200000.0,8.0,4.0,2.0,56.0,240.0,200.0,,
 Colonia Higuerillas 1a Secc,44470,510000.0,2.0,1.0,1.0,2.0,0.0,130.0,100.0,
 Colonia Santa Elena Alcalde Poniente,44220,2350000.0,3.0,2.0,1.0,2.0,15.0,82.0,150.0,
 Colonia Patria,44967,2495000.0,10.0,2.0,0.0,234.0,393.0,,,
 Colonia Terrazas Monraz,44670,40000000.0,3.0,3.0,6.0,1.0,9.0,1000.0,950.0,
 Colonia Bosques de La Victoria,44540,680000.0,3.0,2.0,1.0,2.0,0.0,280.0,500.0,
 Colonia Providencia 3a Secc,44630,7990000.0,5.0,5.0,2.0,2.0,40.0,251.0,319.0,30.0
 Colonia Echeverría 3a. Sección,44970,3500000.0,3.0,2.0,4.0,2.0,20.0,229.0,242.0,
 Colonia Los Arrayanes,44766,490000.0,3.0,2.0,1.0,2.0,15.0,90.0,150.0,
 Colonia Jardines de San José,44950,390000.0,4.0,2.0,1.0,1.0,0.0,120.0,205.0,
 Colonia Santa Elena Alcalde Poniente,44220,53000000.0,5.0,4.0,5.0,0.0,2117.0,2117.0,,
 Colonia Huentitán El Bajo,44250,550000.0,2.0,2.0,1.0,2.0,0.0,80.0,80.0,
 Colonia Providencia 2a Secc,44630,4123459.0,3.0,2.0,2.0,2.0,21.0,234.0,235.0,
 Colonia Ayuntamiento,44620,8750000.0,4.0,2.0,3.0,3.0,40.0,378.0,372.0,
 Colonia Juan Diego,44510,4500000.0,2.0,2.0,1.0,1.0,50.0,224.0,180.0,
 Colonia Jardines de los Arcos,44500,12600000.0,4.0,1.0,6.0,2.0,6.0,430.0,430.0,
 Colonia Residencial Chapalita,44500,15500000.0,4.0,4.0,3.0,3.0,40.0,340.0,535.0,
 Colonia Lomas de Independencia,44240,4500000.0,5.0,5.0,1.0,30.0,300.0,283.0,,
 Colonia Santos Degollado,44710,16000000.0,6.0,4.0,2.0,1.0,0.0,627.0,432.0,
 Colonia Colinas de San Javier,44660,26000000.0,3.0,3.0,6.0,2.0,40.0,1000.0,402.0,
 Colonia San Juan Bosco,44730,2950000.0,2.0,1.0,1.0,2.0,0.0,107.0,156.0,
 Colonia Moderna,44190,8500000.0,4.0,3.0,4.0,2.0,31.0,330.0,366.0,
 Colonia Jardines de La Cruz 1a. Sección,44950,720000.0,3.0,2.0,2.0,2.0,14.0,160.0,200.0,
 Colonia Vicente Guerrero,44330,3100000.0,4.0,2.0,1.0,33.0,99.0,163.0,,
 Colonia Bosques de La Victoria,44540,8500000.0,4.0,3.0,2.0,2.0,7.0,300.0,352.0,
 Colonia 1 de Mayo,44970,9500000.0,4.0,4.0,3.0,0.0,258.0,295.0,,
 Colonia Mexicaltzingo,44180,590000.0,3.0,2.0,2.0,0.0,130.0,120.0,,
 Colonia Santa María,44350,790000.0,4.0,4.0,1.0,2.0,0.0,302.0,604.0,
 Colonia Jardines de La Paz,44860,1800000.0,2.0,1.0,1.0,31.0,103.0,86.0,,
 Colonia Santa Elena Alcalde Poniente,44220,1800000.0,3.0,1.0,1.0,1.0,30.0,100.0,90.0,
 Del Sur,44920,2950000.0,3.0,2.0,2.0,2.0,0.0,120.0,174.0,
 Colonia Heliodoro Hernández Loza 2a Secc,44720,2500000.0,2.0,2.0,25.0,109.0,210.0,,,
 Colonia Analco,44450,6990000.0,3.0,1.0,30.0,734.0,723.0,,,
 Colonia Colinas de San Javier,44660,89000000.0,4.0,5.0,6.0,2.0,45.0,1000.0,1000.0,
 Colonia Jardines del Bosque Norte,44520,13300000.0,4.0,6.0,3.0,1.0,46.0,578.0,529.0,
 Guadalajara,44130,14950000.0,4.0,3.0,2.0,0.0,375.0,,,
 Colonia Vallarta Poniente,44110,6500000.0,3.0,2.0,4.0,2.0,28.0,230.0,280.0,
 Colonia Jardines de La Cruz 1a. Sección,44950,712088.0,3.0,2.0,2.0,2.0,0.0,80.0,160.0,
 Colonia Colonial Independencia,44258,4550000.0,4.0,2.0,0.0,224.0,,,,
 Colonia San Rafael,44810,3000000.0,3.0,1.0,1.0,2.0,20.0,176.0,261.0,
 Colonia Jardines Alcalde,44298,7980000.0,4.0,3.0,5.0,2.0,35.0,306.0,342.0,
 Colonia Huentitán El Bajo,44250,2700000.0,6.0,3.0,1.0,0.0,304.0,259.0,,
 Colonia Colomos Providencia,44660,12500000.0,3.0,3.0,3.0,2.0,30.0,256.0,340.0,
 Colonia Jardines de La Cruz 1a. Sección,44950,2800000.0,3.0,3.0,2.0,2.0,0.0,250.0,250.0,
 Colonia Ladrón de Guevara,44600,8950000.0,4.0,3.0,1.0,2.0,25.0,222.0,283.0,
 Colonia Lomas del Paraíso 2a. Sección,44250,2900000.0,6.0,4.0,5.0,3.0,12.0,184.0,240.0,
 Colonia Providencia 4a Secc,44639,9800000.0,4.0,2.0,2.0,0.0,328.0,350.0,,
 Colonia San Antonio,44800,1930000.0,3.0,2.0,2.0,1.0,20.0,196.0,120.0,
 Colonia Tetlán,44820,3280000.0,3.0,2.0,4.0,0.0,407.0,330.0,,
 Colonia Jardines de La Cruz 1a. Sección,44950,1450000.0,4.0,3.0,2.0,2.0,0.0,250.0,300.0,
 Colonia Lomas de Polanco,44960,1790000.0,2.0,2.0,1.0,33.0,80.0,153.0,,
 Colonia Ladrón de Guevara,44600,10000000.0,4.0,3.0,2.0,2.0,20.0,338.0,433.0,
 Colonia Barajas Villaseñor San Pablo,44750,588000.0,3.0,2.0,2.0,2.0,1.0,100.0,140.0,
 Colonia Residencial San Elias,44240,690100.0,2.0,2.0,1.0,2.0,0.0,100.0,144.0,
 Colonia San Miguel de Huentitán El Alto 1a Secc,44300,2420000.0,3.0,1.0,2.0,2.0,9.0,88.0,101.0,
 Colonia Colonial Independencia,44258,4200000.0,6.0,2.0,1.0,0.0,208.0,,,
 Colonia Lomas de Guevara,44657,29000000.0,4.0,3.0,0.0,700.0,628.0,,,
 Colonia Arcos Sur,44500,17500000.0,6.0,6.0,4.0,3.0,30.0,550.0,660.0,
 Colonia Americana,44160,7050000.0,4.0,2.0,1.0,1.0,0.0,259.0,206.0,
 Colonia Aldrete,44660,997990.0,5.0,4.0,2.0,2.0,0.0,2400.0,945.0,
 Colonia Providencia 2a Secc,44630,13320000.0,3.0,3.0,2.0,2.0,53.0,344.0,567.0,
 Colonia Residencial San Elias,44240,833088.0,3.0,2.0,1.0,2.0,1.0,100.0,90.0,
 Colonia Jardines de La Paz Norte,44860,2277890.0,3.0,2.0,2.0,2.0,0.0,140.0,215.0,
 Colonia Antigua Penal de Oblatos,44730,8000000.0,6.0,4.0,6.0,2.0,25.0,420.0,800.0,
 Colonia Colonial Independencia,44258,7500000.0,6.0,4.0,4.0,0.0,250.0,250.0,,
 Colonia El Carmen,44980,2500000.0,4.0,2.0,7.0,2.0,35.0,349.0,230.0,
 Colonia Providencia 2a Secc,44630,6850000.0,3.0,2.0,3.0,2.0,40.0,210.0,320.0,
 Colonia Jardines El Sauz,44987,4500000.0,3.0,3.0,2.0,1.0,0.0,111.0,168.0,
 Colonia Residencial Chapalita,44500,3000000.0,3.0,2.0,0.0,164.0,100.0,,,
 Colonia Atlas,44870,700000.0,3.0,3.0,2.0,2.0,8.0,180.0,360.0,
 Colonia Jardines de La Cruz 2a. Sección,44950,3890000.0,4.0,3.0,2.0,2.0,30.0,177.0,255.0,
