0,1,2,3,4,5,6,7
-0.5879126937115711,-0.4447940141727289,-0.080433007279512,-0.11577751561665187,-0.03813045149210286,-0.38725525035495556,-0.43505248400562235,0.1455057525853587
0.5774310422984901,0.8680248204340419,-0.06923244723453455,-0.05945331883017258,-0.038129136974369385,-0.4701223527934549,0.2898804852941788,1.271119760985798
0.4973386893081079,0.430418542231785,-0.03563076709960219,-0.021903854305853062,-0.038129136974369385,-0.4701223527934549,2.8228815662593667,2.4565490065476134
-0.7440927820428164,3.0560562114453265,-0.04683132714457964,-0.05945331883017258,-0.038129136974369385,-0.4701223527934549,0.916734288159301,2.28797879272919
0.6975695717840634,-0.8824002923749859,-0.06923244723453455,-0.11577751561665187,-0.038129136974369385,-0.41487761783445537,-0.7761974107349405,-0.12638168905725952
0.3371539833273434,-0.007187735970471963,-0.04683132714457964,-0.05945331883017258,-0.038129136974369385,-0.4701223527934549,0.26855892737359643,1.3689992399771407
0.4572925128129167,-0.007187735970471963,-0.04683132714457964,-0.05945331883017258,-0.038129136974369385,-0.4701223527934549,3.7397085568444095,1.3689992399771407
-1.1445545469947274,-0.007187735970471963,-0.058031887189557096,-0.11577751561665187,-0.03813045149210286,-0.4010664340947055,-0.05126444143513939,0.4445819383922387
-0.5879126937115711,0.430418542231785,-0.058031887189557096,-0.09700278335449211,-0.038129136974369385,-0.4666695568585174,-0.43505248400562235,0.4989594267207624
0.3371539833273434,-0.007187735970471963,-0.04683132714457964,-0.07822805109233234,-0.038129136974369385,-0.4701223527934549,0.26855892737359643,0.7164693800348569
0.4572925128129167,0.430418542231785,-0.03563076709960219,-0.021903854305853062,-0.038129136974369385,-0.4701223527934549,3.7397085568444095,2.4565490065476134
-0.5919173113610903,-0.007187735970471963,-0.06923244723453455,-0.09700278335449211,-0.038129136974369385,-0.41487761783445537,-0.17919378895863372,0.9829190728446228
-0.10335395811975873,2.1808436550408126,-0.024430207054624738,-0.05945331883017258,-0.03812782245663591,-0.4701223527934549,0.03402179024719016,2.576179480870365
1.2582160427167388,-0.007187735970471963,-0.06923244723453455,-0.11577751561665187,-0.038129136974369385,-0.4701223527934549,-0.5075457809356025,0.2488229804095536
0.7376157482792545,0.8680248204340419,-0.058031887189557096,-0.11577751561665187,-0.03807918530049726,0.9524295724007831,0.6566112815281959,-0.806100293163805
-0.10335395811975873,-0.007187735970471963,-0.058031887189557096,-0.09700278335449211,-0.038129136974369385,-0.36653847474533074,-0.2772729553933127,0.7762846171962329
-1.1846007234899185,-0.007187735970471963,-0.058031887189557096,-0.09700278335449211,-0.03812782245663591,-0.4701223527934549,-0.5587175199450002,0.6457786452077762
1.4184007486975032,-0.4447940141727289,-0.080433007279512,-0.11577751561665187,-0.03813045149210286,-0.3043881479164563,-0.3924093681644576,0.11831700842109687
1.698723984163841,-0.007187735970471963,-0.080433007279512,-0.09700278335449211,-0.03807918530049726,0.04779703744716578,-1.0320561057819293,-0.806100293163805
0.44928327751387853,-0.4447940141727289,-0.06923244723453455,-0.09700278335449211,-0.038129136974369385,-0.4010664340947055,-0.5885677010338156,0.2216342362452918
-1.2646930764803008,-0.4447940141727289,-0.06923244723453455,-0.09700278335449211,-0.038129136974369385,-0.4701223527934549,-0.7037041138049605,-0.49614860969122027
-1.2646930764803008,-0.4447940141727289,-0.06923244723453455,-0.09700278335449211,-0.038129136974369385,-0.4701223527934549,-0.7037041138049605,-0.49614860969122027
1.4984931016878855,0.430418542231785,-0.06923244723453455,-0.11577751561665187,-0.038129136974369385,-0.4010664340947055,-0.43505248400562235,-0.806100293163805
